login,pokemon,coordinates,date,timestamp
admin,Machoke,"[12.952222802681895, 7.97710944916324]",2022-12-02 13:14:30,2022-12-02 13:14:30
admin,Fearow,"[16.579140904433242, 4.405156649658979]",2022-11-21 12:48:46,2022-11-21 12:48:46
admin,Bulbasaur,"[11.885069760613675, 8.494404231466058]",2022-11-15 04:36:46,2022-11-15 04:36:46
admin,Lapras,"[31.29266268402311, 6.4440460109436195]",2022-11-06 17:28:51,2022-11-06 17:28:51
admin,Spearow,"[30.682732114390568, 9.49450461672111]",2022-11-28 12:48:44,2022-11-28 12:48:44
admin,Golbat,"[36.801610184490876, 5.50525792459382]",2022-11-12 06:12:09,2022-11-12 06:12:09
admin,Charmeleon,"[26.104400589581083, 4.651975930005547]",2022-11-28 17:07:17,2022-11-28 17:07:17
admin,Wigglytuff,"[3.8606661628863437, 7.547994899480219]",2022-11-18 18:30:54,2022-11-18 18:30:54
admin,Dratini,"[36.02044200478553, 8.831827167426743]",2022-11-24 21:51:47,2022-11-24 21:51:47
admin,Dragonite,"[21.321209658337423, 9.529716771275172]",2022-11-04 11:22:21,2022-11-04 11:22:21
admin,Haunter,"[39.572908152992895, 4.954495491419691]",2022-11-13 07:01:43,2022-11-13 07:01:43
admin,Kingler,"[37.727381105277885, 6.721334824495634]",2022-11-12 17:42:27,2022-11-12 17:42:27
admin,Mew,"[30.939598623046024, 9.584096655861675]",2022-11-26 09:44:57,2022-11-26 09:44:57
admin,Golem,"[27.406542789276497, 9.95050527524309]",2022-11-13 00:25:43,2022-11-13 00:25:43
admin,Tangela,"[0.06328498514706293, 1.6189169866591158]",2022-11-04 10:11:21,2022-11-04 10:11:21
admin,Kakuna,"[3.011186494358342, 3.821378418857898]",2022-12-02 03:13:50,2022-12-02 03:13:50
admin,Cloyster,"[36.898771044376495, 7.66084794292246]",2022-11-19 16:23:34,2022-11-19 16:23:34
admin,Doduo,"[3.7537673235910907, 4.892904927162631]",2022-11-30 10:53:05,2022-11-30 10:53:05
admin,Sandshrew,"[12.766541716228872, 7.2243814466099066]",2022-11-06 03:58:35,2022-11-06 03:58:35
admin,Starmie,"[29.921139829387037, 8.982289962330873]",2022-11-17 22:23:02,2022-11-17 22:23:02
admin,Tauros,"[1.0251480838661076, 5.2755118799836165]",2022-11-04 00:12:06,2022-11-04 00:12:06
admin,Kabuto,"[13.767283893983734, 5.146883173281759]",2022-11-25 09:50:49,2022-11-25 09:50:49
admin,Arbok,"[7.678516764857375, 2.921405945635711]",2022-11-23 23:53:09,2022-11-23 23:53:09
admin,Onix,"[25.750639672057368, 9.45062592893388]",2022-11-11 11:44:14,2022-11-11 11:44:14
admin,Clefable,"[1.3293867349075095, 7.9830054025931805]",2022-11-07 06:58:15,2022-11-07 06:58:15
admin,Gyarados,"[26.456234195916068, 7.045070272741137]",2022-11-23 09:53:44,2022-11-23 09:53:44
admin,Mankey,"[25.913984970809484, 5.407566301093475]",2022-11-12 03:54:06,2022-11-12 03:54:06
admin,Kakuna,"[37.61003591263012, 2.756929347970707]",2022-11-16 03:32:07,2022-11-16 03:32:07
admin,Dodrio,"[6.974622282327214, 2.312707264725665]",2022-11-26 01:56:01,2022-11-26 01:56:01
admin,Tauros,"[11.202062824045722, 0.25060441262060196]",2022-12-01 19:13:24,2022-12-01 19:13:24
admin,Snorlax,"[10.820006858459967, 8.268527090900745]",2022-11-20 16:32:28,2022-11-20 16:32:28
admin,Articuno,"[31.773659486595342, 8.0773726437072]",2022-11-21 01:21:43,2022-11-21 01:21:43
admin,Poliwrath,"[20.637160977833492, 2.1170598123395012]",2022-11-14 18:27:02,2022-11-14 18:27:02
admin,Chansey,"[4.881973457513427, 0.48744753092408555]",2022-11-23 20:39:46,2022-11-23 20:39:46
admin,Muk,"[19.404003874355435, 9.321207297035798]",2022-11-09 23:16:43,2022-11-09 23:16:43
admin,Mankey,"[3.6787401376211726, 8.801700114909536]",2022-11-23 20:16:35,2022-11-23 20:16:35
admin,Abra,"[33.39181964501192, 3.743294798922082]",2022-11-12 19:56:52,2022-11-12 19:56:52
admin,Raticate,"[6.896835834164454, 4.085310914176578]",2022-11-19 18:50:50,2022-11-19 18:50:50
admin,Bellsprout,"[8.37061045506859, 8.11217227403684]",2022-11-04 22:24:51,2022-11-04 22:24:51
admin,Doduo,"[1.322158857446829, 1.7091123555396226]",2022-11-11 17:23:40,2022-11-11 17:23:40
admin,Rapidash,"[11.239853277059005, 7.890574136502279]",2022-11-29 18:51:19,2022-11-29 18:51:19
admin,Wartortle,"[14.872666085235174, 5.961883588651395]",2022-11-18 12:21:11,2022-11-18 12:21:11
admin,Seel,"[17.593588193699965, 7.3716753239225685]",2022-11-09 18:26:52,2022-11-09 18:26:52
admin,Nidoqueen,"[28.203989657358633, 0.786506354734815]",2022-11-05 01:40:47,2022-11-05 01:40:47
admin,Hypno,"[24.705059281946497, 8.198212024611085]",2022-11-25 19:35:23,2022-11-25 19:35:23
admin,Persian,"[6.214533295203517, 3.630740104182265]",2022-11-19 02:08:16,2022-11-19 02:08:16
admin,Butterfree,"[36.65705910160292, 0.4472794877192199]",2022-11-21 13:24:18,2022-11-21 13:24:18
admin,Graveler,"[25.67806009603509, 6.4654059377003215]",2022-11-23 18:01:11,2022-11-23 18:01:11
admin,Magikarp,"[34.13395365360821, 2.7507780948556917]",2022-11-26 20:38:53,2022-11-26 20:38:53
admin,Tauros,"[24.32283814067473, 8.433905961987026]",2022-11-02 21:05:07,2022-11-02 21:05:07
admin,Mankey,"[28.052531875531503, 7.08623959753357]",2022-11-30 03:14:09,2022-11-30 03:14:09
admin,Electrode,"[18.56101087924056, 3.340372670567453]",2022-11-24 06:24:25,2022-11-24 06:24:25
admin,Nidorino,"[7.853732052028906, 8.903347508573914]",2022-11-05 07:53:14,2022-11-05 07:53:14
admin,Mewtwo,"[29.318977411076542, 4.209524580616954]",2022-11-27 00:02:57,2022-11-27 00:02:57
admin,Nidoran♀,"[39.9150552374094, 6.66218133597363]",2022-11-08 21:58:22,2022-11-08 21:58:22
admin,Ivysaur,"[3.544700938652996, 4.4548534509424655]",2022-11-08 01:38:22,2022-11-08 01:38:22
admin,Abra,"[31.42571103691871, 5.607037772527948]",2022-11-24 15:25:56,2022-11-24 15:25:56
admin,Bulbasaur,"[37.493761679261624, 0.15734081710215397]",2022-11-26 06:21:31,2022-11-26 06:21:31
admin,Lickitung,"[20.489400948820542, 1.2275549310137246]",2022-11-06 19:50:15,2022-11-06 19:50:15
admin,Wigglytuff,"[21.440907379479928, 1.6438571151712533]",2022-11-16 20:30:05,2022-11-16 20:30:05
admin,Magneton,"[16.275591233800636, 9.358286370628697]",2022-11-30 14:08:22,2022-11-30 14:08:22
admin,Rhyhorn,"[3.8958550920253465, 3.438563987950962]",2022-12-01 10:00:16,2022-12-01 10:00:16
admin,Vulpix,"[7.463087215835742, 5.8329742119915595]",2022-11-24 19:32:06,2022-11-24 19:32:06
admin,Psyduck,"[10.224430295014265, 0.664741176391721]",2022-11-26 19:43:55,2022-11-26 19:43:55
admin,Vulpix,"[26.22967748862593, 2.5630405153572022]",2022-11-22 21:14:22,2022-11-22 21:14:22
admin,Dragonair,"[24.234925568138827, 9.878924271149529]",2022-11-21 09:14:35,2022-11-21 09:14:35
admin,Staryu,"[0.14609377276969315, 2.6380504832044793]",2022-11-12 15:41:41,2022-11-12 15:41:41
admin,Fearow,"[20.563546880479464, 1.0756055814590204]",2022-11-29 07:54:14,2022-11-29 07:54:14
admin,Parasect,"[5.051512378090397, 0.20999785714239327]",2022-11-03 22:31:50,2022-11-03 22:31:50
admin,Dodrio,"[13.299052503093547, 8.58041637177574]",2022-11-10 08:49:59,2022-11-10 08:49:59
admin,Growlithe,"[19.5817790189693, 5.799138439045245]",2022-11-07 00:33:21,2022-11-07 00:33:21
admin,Machamp,"[4.429690508329749, 0.5641211292176407]",2022-11-03 14:53:38,2022-11-03 14:53:38
admin,Beedrill,"[26.71196319906725, 9.859169762753218]",2022-11-04 18:51:00,2022-11-04 18:51:00
admin,Persian,"[28.569049282638616, 6.5679333659982735]",2022-11-17 06:23:19,2022-11-17 06:23:19
admin,Staryu,"[15.584934748930301, 8.831302635059062]",2022-11-12 23:31:56,2022-11-12 23:31:56
admin,Ivysaur,"[29.60771648888872, 0.5474826195679938]",2022-11-19 12:26:05,2022-11-19 12:26:05
admin,Ekans,"[38.27769266974286, 0.3250635111090583]",2022-11-10 00:23:25,2022-11-10 00:23:25
admin,Dodrio,"[12.032045096463984, 5.782125765894149]",2022-11-23 14:33:41,2022-11-23 14:33:41
admin,Muk,"[37.682378163821106, 7.491441443312011]",2022-11-18 02:34:05,2022-11-18 02:34:05
admin,Slowpoke,"[32.71639815353324, 1.4378961529762424]",2022-11-15 19:13:51,2022-11-15 19:13:51
admin,Kangaskhan,"[1.3289156501293586, 6.66978258921894]",2022-11-07 11:03:40,2022-11-07 11:03:40
admin,Golem,"[11.758214295229177, 0.019740411156189408]",2022-11-22 03:15:53,2022-11-22 03:15:53
admin,Bulbasaur,"[16.676679591509107, 7.872765057281982]",2022-11-29 19:14:30,2022-11-29 19:14:30
admin,Hypno,"[34.8788071402411, 1.5761785608308465]",2022-11-12 05:26:53,2022-11-12 05:26:53
admin,Sandshrew,"[5.322451915350346, 5.861456752317077]",2022-11-14 06:19:47,2022-11-14 06:19:47
admin,Psyduck,"[39.43644723377208, 2.3337791513919792]",2022-11-10 15:52:37,2022-11-10 15:52:37
admin,Golduck,"[6.290595456954908, 0.6054807031855891]",2022-11-25 00:21:13,2022-11-25 00:21:13
admin,Seel,"[26.79708974914186, 9.682437758712393]",2022-12-01 15:52:46,2022-12-01 15:52:46
admin,Kabutops,"[23.942998816998756, 3.8407045653549066]",2022-11-17 13:52:39,2022-11-17 13:52:39
admin,Psyduck,"[38.38758886863634, 6.45402291758903]",2022-11-03 13:40:49,2022-11-03 13:40:49
admin,Ponyta,"[5.294448909381697, 3.7997662257756923]",2022-11-21 08:15:48,2022-11-21 08:15:48
admin,Doduo,"[26.35211828781682, 4.873901234051927]",2022-11-07 06:30:04,2022-11-07 06:30:04
admin,Raticate,"[9.891271750143233, 9.96082362486715]",2022-11-17 08:25:00,2022-11-17 08:25:00
admin,Pidgeotto,"[22.143936825707836, 6.898298937258493]",2022-12-01 08:54:48,2022-12-01 08:54:48
admin,Bulbasaur,"[18.200269788284466, 4.687226282225701]",2022-11-21 09:09:41,2022-11-21 09:09:41
admin,Zubat,"[2.563867319056383, 7.350109150652254]",2022-11-22 05:45:56,2022-11-22 05:45:56
admin,Nidorino,"[8.964865592269927, 4.153813338787021]",2022-11-21 15:48:00,2022-11-21 15:48:00
admin,Slowpoke,"[4.378481550823268, 8.21412423516348]",2022-11-20 16:02:45,2022-11-20 16:02:45
admin,Caterpie,"[34.388289180955425, 6.474937689412602]",2022-11-23 20:52:40,2022-11-23 20:52:40
admin,Porygon,"[31.211524384074814, 5.41062963061944]",2022-11-17 07:45:36,2022-11-17 07:45:36
admin,Hypno,"[10.149479231745659, 8.717023793071935]",2022-11-16 01:47:26,2022-11-16 01:47:26
admin,Drowzee,"[5.534281919419981, 2.9236280645526413]",2022-11-24 05:04:23,2022-11-24 05:04:23
admin,Charizard,"[23.864233784028617, 5.207541521755]",2022-11-07 03:52:53,2022-11-07 03:52:53
admin,Venomoth,"[4.294778399734471, 6.761883762876043]",2022-11-24 22:17:00,2022-11-24 22:17:00
admin,Magnemite,"[36.888070550224015, 8.417937642079066]",2022-11-16 15:28:17,2022-11-16 15:28:17
admin,Vaporeon,"[9.883576753071367, 8.521574818172299]",2022-11-09 10:59:04,2022-11-09 10:59:04
admin,Kadabra,"[9.525909258177716, 8.246887887224094]",2022-11-23 14:59:34,2022-11-23 14:59:34
admin,Kabuto,"[32.97023405170633, 7.433922925142856]",2022-11-03 07:23:23,2022-11-03 07:23:23
admin,Arcanine,"[19.715188456352905, 2.371183451307919]",2022-11-13 20:19:36,2022-11-13 20:19:36
admin,Omastar,"[20.031862771540943, 0.8585750622450117]",2022-11-06 07:21:13,2022-11-06 07:21:13
admin,Magnemite,"[21.922937602562044, 7.809450758873968]",2022-11-14 05:03:57,2022-11-14 05:03:57
admin,Tangela,"[33.8336261288592, 3.289716345582537]",2022-12-01 08:02:45,2022-12-01 08:02:45
admin,Charmander,"[25.409959337918423, 1.8607830550562698]",2022-11-24 15:33:21,2022-11-24 15:33:21
admin,Dodrio,"[39.013890896527464, 4.44967079979185]",2022-11-27 14:59:19,2022-11-27 14:59:19
admin,Abra,"[1.4474112735169298, 4.673001244694658]",2022-11-14 22:44:46,2022-11-14 22:44:46
admin,Golbat,"[14.770539641094672, 3.5959009611538684]",2022-11-14 09:26:29,2022-11-14 09:26:29
admin,Dragonite,"[6.964821941312036, 8.789987950195577]",2022-11-05 22:49:12,2022-11-05 22:49:12
admin,Alakazam,"[6.97739831491099, 9.037691383158947]",2022-11-11 11:25:41,2022-11-11 11:25:41
admin,Pidgeot,"[9.433422946697863, 5.49186475480135]",2022-11-21 17:54:47,2022-11-21 17:54:47
admin,Graveler,"[13.48669510458906, 0.3365697441178239]",2022-11-07 18:36:33,2022-11-07 18:36:33
admin,Magneton,"[36.165978929720715, 5.251422238228967]",2022-11-04 16:56:53,2022-11-04 16:56:53
admin,Diglett,"[7.447727486433133, 6.994025123750265]",2022-11-18 19:21:02,2022-11-18 19:21:02
admin,Arcanine,"[32.44704223861164, 9.799913398723639]",2022-11-27 19:54:54,2022-11-27 19:54:54
admin,Dratini,"[21.133880768876026, 0.35625253503577037]",2022-11-28 08:30:20,2022-11-28 08:30:20
admin,Articuno,"[38.78233940445897, 2.8464611386904237]",2022-11-22 19:07:24,2022-11-22 19:07:24
admin,Gloom,"[24.103893038586083, 8.510479104945395]",2022-11-20 10:15:39,2022-11-20 10:15:39
admin,Drowzee,"[23.236719570435657, 7.4577074807713615]",2022-11-07 06:06:14,2022-11-07 06:06:14
admin,Gyarados,"[21.533257492785935, 1.9993544008038522]",2022-11-19 13:14:33,2022-11-19 13:14:33
admin,Ditto,"[24.78192622294057, 4.52856084561291]",2022-11-07 14:18:26,2022-11-07 14:18:26
admin,Ekans,"[3.2135813313628114, 9.8489236396904]",2022-11-12 07:53:40,2022-11-12 07:53:40
admin,Eevee,"[30.50627051288481, 5.113335339293323]",2022-11-07 09:59:35,2022-11-07 09:59:35
admin,Diglett,"[10.332428175858217, 1.0123672973443143]",2022-11-07 00:39:18,2022-11-07 00:39:18
admin,Arbok,"[10.906466524130579, 1.8404986519466093]",2022-11-07 13:44:31,2022-11-07 13:44:31
admin,Horsea,"[19.052524960703764, 2.719700025520825]",2022-11-09 03:18:01,2022-11-09 03:18:01
admin,Charmander,"[31.071078258900457, 5.472711246196333]",2022-11-08 16:16:29,2022-11-08 16:16:29
admin,Kakuna,"[37.50951066244039, 1.1559290849338988]",2022-11-21 08:07:43,2022-11-21 08:07:43
admin,Scyther,"[36.77022930916097, 3.9387656553630745]",2022-11-26 18:48:35,2022-11-26 18:48:35
admin,Omastar,"[30.551488816924852, 4.9112444026447735]",2022-11-11 10:05:20,2022-11-11 10:05:20
admin,Sandshrew,"[7.691435138017981, 6.325981984311254]",2022-11-11 14:55:27,2022-11-11 14:55:27
admin,Seaking,"[24.325651150873657, 9.822636009235437]",2022-11-15 21:59:17,2022-11-15 21:59:17
admin,Bellsprout,"[34.22526092215835, 3.794719689194456]",2022-11-22 13:59:22,2022-11-22 13:59:22
admin,Voltorb,"[29.65991761155207, 9.573143804778738]",2022-11-10 18:52:28,2022-11-10 18:52:28
admin,Weepinbell,"[9.305838209175135, 0.8182913780035539]",2022-11-18 01:19:12,2022-11-18 01:19:12
admin,Arbok,"[29.52819862085901, 6.6536500538625765]",2022-11-30 19:21:24,2022-11-30 19:21:24
admin,Golem,"[21.515842640883875, 0.9913929897232576]",2022-11-25 00:59:49,2022-11-25 00:59:49
admin,Snorlax,"[32.84308155125, 4.782029736618005]",2022-11-03 14:45:00,2022-11-03 14:45:00
admin,Raticate,"[27.460758031750103, 7.7902827162392]",2022-11-11 04:09:43,2022-11-11 04:09:43
admin,Koffing,"[10.471060494366927, 0.6728808616180493]",2022-11-17 10:46:16,2022-11-17 10:46:16
admin,Machop,"[28.26744044197648, 8.535147328114071]",2022-11-29 17:47:26,2022-11-29 17:47:26
admin,Tangela,"[19.46523330770658, 0.7397236966861076]",2022-11-17 10:13:16,2022-11-17 10:13:16
admin,Rhydon,"[19.43467948814476, 7.000867279061367]",2022-11-13 00:17:06,2022-11-13 00:17:06
admin,Vulpix,"[34.86637006744618, 5.5172583102764206]",2022-11-21 19:47:56,2022-11-21 19:47:56
admin,Chansey,"[5.278506585398199, 5.558182755430164]",2022-12-02 12:39:01,2022-12-02 12:39:01
admin,Rattata,"[19.820051379198674, 9.828291856824812]",2022-11-27 13:33:02,2022-11-27 13:33:02
admin,Gyarados,"[18.594451024652972, 6.2779145302002775]",2022-11-03 14:33:04,2022-11-03 14:33:04
admin,Dodrio,"[6.45402266817837, 8.301003518360133]",2022-12-01 06:51:01,2022-12-01 06:51:01
admin,Diglett,"[17.781898182111963, 1.4734313809044397]",2022-11-21 02:53:58,2022-11-21 02:53:58
admin,Dragonite,"[28.65392078357207, 0.323233803828733]",2022-11-03 16:08:27,2022-11-03 16:08:27
admin,Onix,"[19.394014497390657, 3.9579265282021723]",2022-11-03 02:29:13,2022-11-03 02:29:13
admin,Zapdos,"[39.88184476026524, 7.617392369514558]",2022-11-19 13:28:18,2022-11-19 13:28:18
admin,Dratini,"[6.811742056026975, 1.6735829541899228]",2022-11-29 03:49:51,2022-11-29 03:49:51
admin,Nidorina,"[2.1056299489407104, 7.655632764149701]",2022-11-05 20:16:16,2022-11-05 20:16:16
admin,Nidorina,"[13.069515565090622, 8.015730788521507]",2022-11-14 05:27:10,2022-11-14 05:27:10
admin,Hitmonchan,"[1.9525915397824756, 5.351597803869624]",2022-11-24 13:45:45,2022-11-24 13:45:45
admin,Drowzee,"[10.672294438801737, 6.870713555070608]",2022-11-15 12:58:47,2022-11-15 12:58:47
admin,Hitmonchan,"[17.558511586474616, 6.4130346484815925]",2022-11-10 03:58:16,2022-11-10 03:58:16
admin,Electrode,"[25.312517090406168, 0.03794167055454878]",2022-11-05 23:12:05,2022-11-05 23:12:05
admin,Vileplume,"[13.161354756039692, 5.602313924738832]",2022-11-12 11:16:20,2022-11-12 11:16:20
admin,Gyarados,"[7.767416413686825, 2.253453317015218]",2022-11-14 04:29:44,2022-11-14 04:29:44
admin,Wigglytuff,"[23.73070437783388, 3.829241158126048]",2022-11-19 19:13:39,2022-11-19 19:13:39
admin,Zubat,"[19.746969949613046, 0.9438901546257561]",2022-11-19 01:53:59,2022-11-19 01:53:59
admin,Persian,"[25.086581387061916, 2.9984537351076925]",2022-11-14 20:58:28,2022-11-14 20:58:28
admin,Flareon,"[30.35986755290384, 7.85200050369051]",2022-11-09 06:06:40,2022-11-09 06:06:40
admin,Magikarp,"[17.378878168301565, 8.533282911437386]",2022-11-24 08:47:25,2022-11-24 08:47:25
admin,Magmar,"[17.818179509495316, 9.002553000971503]",2022-11-04 08:52:05,2022-11-04 08:52:05
admin,Doduo,"[35.56670785077869, 3.7823514503422793]",2022-11-15 10:27:21,2022-11-15 10:27:21
admin,Hitmonlee,"[25.295952198853108, 9.577103974323965]",2022-12-01 05:52:33,2022-12-01 05:52:33
admin,Weezing,"[29.481494355112275, 6.143462092796054]",2022-11-08 11:53:35,2022-11-08 11:53:35
admin,Kingler,"[2.7642312993080997, 4.561105637400944]",2022-11-12 02:14:19,2022-11-12 02:14:19
admin,Nidoking,"[32.67171850584876, 9.205839288827754]",2022-11-14 07:09:21,2022-11-14 07:09:21
admin,Charmander,"[7.694063359991974, 3.0868846555831055]",2022-11-11 02:02:19,2022-11-11 02:02:19
admin,Dragonair,"[23.038043768995692, 2.978425428775836]",2022-11-22 13:35:35,2022-11-22 13:35:35
admin,Tentacool,"[11.447501952322243, 4.448389637095058]",2022-11-28 02:56:27,2022-11-28 02:56:27
admin,Paras,"[29.66159247437271, 3.967883227101079]",2022-11-28 16:06:21,2022-11-28 16:06:21
admin,Hypno,"[25.286010643292578, 4.094667754056614]",2022-11-24 09:50:59,2022-11-24 09:50:59
admin,Kadabra,"[21.01248935757173, 1.820455858954595]",2022-11-23 15:48:20,2022-11-23 15:48:20
admin,Goldeen,"[20.39502943446883, 0.7856572839184761]",2022-11-19 10:13:46,2022-11-19 10:13:46
admin,Dodrio,"[18.1799021518866, 8.27566085044211]",2022-11-02 16:33:43,2022-11-02 16:33:43
admin,Ekans,"[15.034624391147013, 1.3776686245247738]",2022-11-22 10:39:36,2022-11-22 10:39:36
admin,Zubat,"[15.35599107088827, 5.913868452633854]",2022-11-25 18:05:15,2022-11-25 18:05:15
admin,Clefairy,"[18.118114915460755, 7.444387787281298]",2022-11-11 08:30:54,2022-11-11 08:30:54
admin,Seaking,"[35.25886613650459, 8.293255596020941]",2022-11-03 20:37:15,2022-11-03 20:37:15
admin,Kabutops,"[33.5580365292208, 0.06599213701760087]",2022-11-19 22:14:19,2022-11-19 22:14:19
admin,Jigglypuff,"[21.27428303746602, 0.5606212033460978]",2022-11-20 21:41:26,2022-11-20 21:41:26
admin,Metapod,"[38.00673678413918, 1.398957201330051]",2022-12-01 21:38:26,2022-12-01 21:38:26
admin,Arcanine,"[19.03549559066912, 6.179319163719141]",2022-11-04 21:19:05,2022-11-04 21:19:05
admin,Pidgeot,"[23.778741195116936, 9.256421639512496]",2022-11-05 01:16:18,2022-11-05 01:16:18
admin,Machop,"[12.580982808318538, 3.450324275099974]",2022-11-23 14:00:20,2022-11-23 14:00:20
admin,Charmeleon,"[18.942836118768803, 3.518253756523092]",2022-11-10 12:10:12,2022-11-10 12:10:12
admin,Machoke,"[15.209374171694051, 9.39280108586274]",2022-11-08 08:49:17,2022-11-08 08:49:17
admin,Venusaur,"[1.4773196554434698, 5.857273920126927]",2022-12-01 11:30:42,2022-12-01 11:30:42
admin,Goldeen,"[8.909226507448139, 0.35328809592095833]",2022-11-20 01:19:15,2022-11-20 01:19:15
admin,Sandshrew,"[14.698100396201745, 0.5068676769268166]",2022-11-09 07:29:48,2022-11-09 07:29:48
admin,Poliwrath,"[26.991116152775156, 0.5854164810058526]",2022-11-06 14:20:15,2022-11-06 14:20:15
admin,Kabuto,"[11.750951082063473, 4.22285470875691]",2022-11-07 18:18:20,2022-11-07 18:18:20
admin,Seaking,"[16.58582019225381, 9.44279510366403]",2022-11-15 05:20:06,2022-11-15 05:20:06
admin,Gyarados,"[6.593993140175671, 8.3988891498532]",2022-11-15 05:53:21,2022-11-15 05:53:21
admin,Magmar,"[6.487179239061498, 4.462968972334713]",2022-11-22 06:13:06,2022-11-22 06:13:06
admin,Nidorino,"[12.943744580768337, 6.8015008072606795]",2022-11-10 21:49:31,2022-11-10 21:49:31
admin,Starmie,"[18.746849978397787, 0.8254238241820222]",2022-11-19 18:11:16,2022-11-19 18:11:16
admin,Dugtrio,"[21.50294989680223, 6.353118110759083]",2022-11-16 17:50:30,2022-11-16 17:50:30
admin,Raticate,"[13.40066151134707, 1.726415843586132]",2022-11-08 16:58:36,2022-11-08 16:58:36
admin,Moltres,"[32.03878999025144, 2.035483443085544]",2022-11-28 01:39:50,2022-11-28 01:39:50
admin,Raichu,"[2.0545987578045644, 3.528551265238261]",2022-11-07 21:25:36,2022-11-07 21:25:36
admin,Hitmonchan,"[14.166242556353463, 6.158728852974438]",2022-11-02 18:05:12,2022-11-02 18:05:12
admin,Weepinbell,"[0.7101915400480108, 1.6451152315373918]",2022-11-18 03:52:01,2022-11-18 03:52:01
admin,Venusaur,"[31.709366643280514, 0.2040974483482494]",2022-11-25 23:11:44,2022-11-25 23:11:44
admin,Starmie,"[10.541010600686738, 9.651059274702085]",2022-11-19 21:09:36,2022-11-19 21:09:36
admin,Drowzee,"[18.681797886293317, 9.512798271123755]",2022-11-06 06:07:29,2022-11-06 06:07:29
admin,Jigglypuff,"[32.36808833377331, 3.2568998011547565]",2022-11-12 21:17:22,2022-11-12 21:17:22
admin,Seel,"[29.30560507403427, 2.7063710496725]",2022-11-24 00:47:23,2022-11-24 00:47:23
admin,Jynx,"[16.19551481497655, 4.585707524022063]",2022-11-15 03:47:40,2022-11-15 03:47:40
admin,Dragonair,"[24.11216869894419, 5.084092452554429]",2022-11-29 14:49:20,2022-11-29 14:49:20
admin,Abra,"[37.98198396106971, 2.9892832946315453]",2022-11-05 19:20:20,2022-11-05 19:20:20
admin,Chansey,"[11.885512224088203, 7.936412589997728]",2022-11-04 16:25:00,2022-11-04 16:25:00
admin,Starmie,"[26.591467771211, 2.0208390027403844]",2022-11-30 20:59:24,2022-11-30 20:59:24
admin,Wartortle,"[14.581976152439289, 3.6542397368495894]",2022-11-09 13:03:01,2022-11-09 13:03:01
admin,Nidoran♀,"[17.804617002818365, 3.506348498949776]",2022-11-10 05:44:23,2022-11-10 05:44:23
admin,Lickitung,"[4.053304483807434, 1.0897466786185828]",2022-11-30 10:52:36,2022-11-30 10:52:36
admin,Jigglypuff,"[7.242980183896033, 0.8442988891156311]",2022-11-20 23:31:35,2022-11-20 23:31:35
admin,Lickitung,"[23.44996231068951, 4.9761531232888325]",2022-11-12 16:15:01,2022-11-12 16:15:01
admin,Butterfree,"[19.85750038623866, 1.582440390791826]",2022-11-30 21:26:59,2022-11-30 21:26:59
admin,Voltorb,"[14.026797003098883, 6.624139162244052]",2022-12-01 19:18:13,2022-12-01 19:18:13
admin,Weezing,"[3.35353163469136, 1.2089737976912684]",2022-11-05 04:57:54,2022-11-05 04:57:54
admin,Lickitung,"[19.989959241575818, 8.072628726777914]",2022-11-11 07:23:42,2022-11-11 07:23:42
admin,Jolteon,"[9.309939556772013, 6.616817272383494]",2022-11-07 17:32:42,2022-11-07 17:32:42
admin,Porygon,"[21.430026969377224, 7.14345701382599]",2022-11-14 10:30:42,2022-11-14 10:30:42
admin,Articuno,"[25.391779702305254, 5.400008244135405]",2022-11-28 16:13:19,2022-11-28 16:13:19
admin,Vileplume,"[2.2024919974866464, 3.662918368465639]",2022-11-18 16:20:09,2022-11-18 16:20:09
admin,Alakazam,"[17.85749235558368, 2.3310831119442907]",2022-11-22 12:15:07,2022-11-22 12:15:07
admin,Bellsprout,"[7.028842074990269, 5.838907321339855]",2022-11-17 12:29:28,2022-11-17 12:29:28
admin,Mr. Mime,"[20.05678401966561, 7.264890068625228]",2022-11-12 12:10:01,2022-11-12 12:10:01
admin,Articuno,"[9.79342058734102, 5.7753327656525855]",2022-11-26 14:15:52,2022-11-26 14:15:52
admin,Shellder,"[13.472311324970793, 4.383252592926043]",2022-11-15 01:49:01,2022-11-15 01:49:01
admin,Gengar,"[27.463861221289754, 8.281244688379203]",2022-11-14 02:04:35,2022-11-14 02:04:35
admin,Snorlax,"[19.684352537423784, 7.3071438914207665]",2022-11-21 13:35:52,2022-11-21 13:35:52
admin,Sandshrew,"[14.073017373978573, 6.936940615582169]",2022-11-19 14:19:26,2022-11-19 14:19:26
admin,Exeggutor,"[27.48909410060253, 7.785431950877015]",2022-11-15 01:08:41,2022-11-15 01:08:41
admin,Doduo,"[12.990895723558062, 1.6712310727287205]",2022-11-27 11:15:54,2022-11-27 11:15:54
admin,Fearow,"[27.445364880007787, 7.2623711640454225]",2022-11-03 21:03:54,2022-11-03 21:03:54
admin,Exeggcute,"[21.801892785190155, 1.5084877094091587]",2022-11-05 14:33:41,2022-11-05 14:33:41
admin,Paras,"[11.276011492376252, 1.937232502057965]",2022-11-15 04:16:59,2022-11-15 04:16:59
admin,Magikarp,"[3.9789588467969095, 6.568210202710418]",2022-11-24 05:44:14,2022-11-24 05:44:14
